cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000275,COVID-19 Research Paper 275: Preventive Preventive,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Brown, Author 2 Miller, Author 3 Brown, Author 4 Johnson, Author 5 Davis",Science,2021-02-01,bioRxiv,True,pdf_275.json,,https://example.com/paper/275,10.1000/000275
cord_000276,COVID-19 Research Paper 276: Clinical Public Health,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Smith, Author 2 Miller, Author 3 Williams, Author 4 Brown",Nature,2021-08-25,PubMed Central,True,,,https://example.com/paper/276,10.1000/000276
cord_000277,COVID-19 Research Paper 277: Public Health Diagnostic,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Williams, Author 2 Miller, Author 3 Garcia, Author 4 Williams",BMJ,2021-01-22,medRxiv,False,pdf_277.json,,https://example.com/paper/277,10.1000/000277
cord_000278,COVID-19 Research Paper 278: Clinical Mathematical Modeling,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Garcia, Author 2 Jones, Author 3 Brown",BMJ,2022-04-04,PubMed Central,True,,pmc_278.json,https://example.com/paper/278,10.1000/000278
cord_000279,COVID-19 Research Paper 279: Public Health Virological,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Smith, Author 2 Smith",Journal of Medical Virology,2020-12-27,Elsevier,True,pdf_279.json,,https://example.com/paper/279,10.1000/000279
cord_000280,COVID-19 Research Paper 280: Therapeutic Virological,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Johnson, Author 2 Davis",The Lancet,2021-07-19,Research Square,False,pdf_280.json,,https://example.com/paper/280,10.1000/000280
cord_000281,COVID-19 Research Paper 281: Diagnostic Virological,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Williams, Author 2 Garcia, Author 3 Brown",JAMA,2022-12-20,bioRxiv,False,,,https://example.com/paper/281,10.1000/000281
cord_000282,COVID-19 Research Paper 282: Public Health Public Health,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Williams, Author 2 Brown",Nature Medicine,2022-10-07,WHO,False,pdf_282.json,,https://example.com/paper/282,
cord_000283,COVID-19 Research Paper 283: Clinical Mathematical Modeling,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for clinical practice.,Author 0 Miller,The Lancet,2022-11-28,Research Square,False,pdf_283.json,,https://example.com/paper/283,10.1000/000283
cord_000284,COVID-19 Research Paper 284: Preventive Public Health,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Brown, Author 2 Davis, Author 3 Davis, Author 4 Jones",Cell,2022-06-06,Elsevier,False,pdf_284.json,pmc_284.json,https://example.com/paper/284,10.1000/000284
cord_000285,COVID-19 Research Paper 285: Preventive Therapeutic,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,Author 0 Miller,PLOS ONE,2020-08-11,Elsevier,False,,,https://example.com/paper/285,10.1000/000285
cord_000286,COVID-19 Research Paper 286: Preventive Mathematical Modeling,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Brown, Author 2 Garcia, Author 3 Miller, Author 4 Brown, Author 5 Williams",NEJM,2020-04-12,PubMed Central,True,pdf_286.json,,https://example.com/paper/286,
cord_000287,COVID-19 Research Paper 287: Virological Public Health,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Miller, Author 2 Smith, Author 3 Smith, Author 4 Davis",NEJM,2021-05-24,Elsevier,False,pdf_287.json,,https://example.com/paper/287,10.1000/000287
cord_000288,COVID-19 Research Paper 288: Diagnostic Therapeutic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Miller, Author 2 Miller, Author 3 Davis, Author 4 Johnson, Author 5 Davis",NEJM,2020-08-15,Elsevier,False,pdf_288.json,,https://example.com/paper/288,10.1000/000288
cord_000289,COVID-19 Research Paper 289: Therapeutic Preventive,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Johnson, Author 2 Smith, Author 3 Miller",Nature,2021-03-25,PubMed Central,False,pdf_289.json,pmc_289.json,https://example.com/paper/289,10.1000/000289
cord_000290,COVID-19 Research Paper 290: Virological Public Health,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Garcia",Emerging Infectious Diseases,2020-08-23,WHO,False,pdf_290.json,,https://example.com/paper/290,10.1000/000290
cord_000291,COVID-19 Research Paper 291: Public Health Clinical,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Johnson, Author 2 Smith",The Lancet,2020-04-18,WHO,False,pdf_291.json,pmc_291.json,https://example.com/paper/291,10.1000/000291
cord_000292,COVID-19 Research Paper 292: Mathematical Modeling Epidemiological,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Williams, Author 2 Davis, Author 3 Smith",Science,2020-03-14,Research Square,True,,,https://example.com/paper/292,10.1000/000292
cord_000293,COVID-19 Research Paper 293: Therapeutic Diagnostic,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Williams, Author 2 Miller, Author 3 Williams",Emerging Infectious Diseases,2021-06-29,medRxiv,False,pdf_293.json,,https://example.com/paper/293,
cord_000294,COVID-19 Research Paper 294: Therapeutic Clinical,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Smith, Author 2 Johnson",Emerging Infectious Diseases,2021-05-03,WHO,False,,,https://example.com/paper/294,10.1000/000294
cord_000295,COVID-19 Research Paper 295: Public Health Epidemiological,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Smith, Author 2 Jones, Author 3 Miller",The Lancet,2020-05-14,Elsevier,True,pdf_295.json,,https://example.com/paper/295,10.1000/000295
cord_000296,COVID-19 Research Paper 296: Epidemiological Public Health,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Johnson, Author 2 Garcia",PLOS ONE,2022-12-25,WHO,True,pdf_296.json,pmc_296.json,https://example.com/paper/296,
cord_000297,COVID-19 Research Paper 297: Virological Mathematical Modeling,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Garcia, Author 2 Smith, Author 3 Johnson, Author 4 Miller, Author 5 Garcia",Emerging Infectious Diseases,2020-07-25,bioRxiv,False,,pmc_297.json,https://example.com/paper/297,
cord_000298,COVID-19 Research Paper 298: Preventive Virological,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Garcia, Author 2 Garcia, Author 3 Williams",Nature,2021-07-18,medRxiv,False,,,https://example.com/paper/298,10.1000/000298
cord_000299,COVID-19 Research Paper 299: Clinical Mathematical Modeling,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Brown, Author 2 Williams, Author 3 Garcia, Author 4 Brown, Author 5 Johnson",Emerging Infectious Diseases,2021-04-08,WHO,False,,pmc_299.json,https://example.com/paper/299,10.1000/000299
cord_000300,COVID-19 Research Paper 300: Clinical Preventive,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Brown, Author 2 Brown, Author 3 Garcia, Author 4 Garcia, Author 5 Jones",PLOS ONE,2022-04-08,medRxiv,True,,,https://example.com/paper/300,10.1000/000300
cord_000301,COVID-19 Research Paper 301: Therapeutic Public Health,,"Author 0 Miller, Author 1 Jones, Author 2 Smith, Author 3 Johnson, Author 4 Garcia",BMJ,2022-03-13,WHO,True,,pmc_301.json,https://example.com/paper/301,
cord_000302,COVID-19 Research Paper 302: Preventive Preventive,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Davis, Author 2 Johnson",Nature,2022-03-15,Elsevier,False,pdf_302.json,pmc_302.json,https://example.com/paper/302,10.1000/000302
cord_000303,COVID-19 Research Paper 303: Therapeutic Public Health,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Davis, Author 2 Garcia, Author 3 Johnson",Emerging Infectious Diseases,2020-07-26,medRxiv,False,,pmc_303.json,https://example.com/paper/303,
cord_000304,COVID-19 Research Paper 304: Clinical Epidemiological,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Johnson",Science,2021-03-26,bioRxiv,True,pdf_304.json,,https://example.com/paper/304,10.1000/000304
cord_000305,COVID-19 Research Paper 305: Preventive Virological,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for public health policy.,Author 0 Miller,Clinical Infectious Diseases,2021-07-03,WHO,True,pdf_305.json,pmc_305.json,https://example.com/paper/305,10.1000/000305
cord_000306,COVID-19 Research Paper 306: Diagnostic Therapeutic,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Johnson",PNAS,2022-10-11,WHO,False,,,https://example.com/paper/306,10.1000/000306
cord_000307,COVID-19 Research Paper 307: Diagnostic Therapeutic,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for treatment protocols.,Author 0 Williams,Science,2021-02-25,Elsevier,False,,pmc_307.json,https://example.com/paper/307,10.1000/000307
cord_000308,COVID-19 Research Paper 308: Preventive Virological,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Williams, Author 2 Davis",Nature Medicine,2020-12-16,PubMed Central,False,pdf_308.json,pmc_308.json,https://example.com/paper/308,10.1000/000308
cord_000309,COVID-19 Research Paper 309: Preventive Virological,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Smith",PNAS,2021-02-20,Research Square,False,,pmc_309.json,https://example.com/paper/309,10.1000/000309
cord_000310,COVID-19 Research Paper 310: Virological Clinical,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Williams, Author 2 Davis",The Lancet,2021-12-12,Elsevier,False,,pmc_310.json,https://example.com/paper/310,
cord_000311,COVID-19 Research Paper 311: Epidemiological Clinical,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Davis, Author 2 Smith",Nature,2021-08-12,Elsevier,False,,,https://example.com/paper/311,
cord_000312,COVID-19 Research Paper 312: Diagnostic Public Health,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Johnson, Author 2 Smith",The Lancet,2021-08-12,WHO,True,pdf_312.json,pmc_312.json,https://example.com/paper/312,10.1000/000312
cord_000313,COVID-19 Research Paper 313: Epidemiological Epidemiological,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Miller",BMJ,2020-01-07,PubMed Central,True,pdf_313.json,pmc_313.json,https://example.com/paper/313,
cord_000314,COVID-19 Research Paper 314: Therapeutic Preventive,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Garcia, Author 2 Davis, Author 3 Davis, Author 4 Davis",The Lancet,2020-07-12,medRxiv,True,,,https://example.com/paper/314,10.1000/000314
cord_000315,COVID-19 Research Paper 315: Mathematical Modeling Diagnostic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Jones, Author 2 Williams",Science,2021-01-14,PubMed Central,False,,,https://example.com/paper/315,10.1000/000315
cord_000316,COVID-19 Research Paper 316: Virological Clinical,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Davis, Author 2 Garcia",NEJM,2022-10-27,medRxiv,False,pdf_316.json,pmc_316.json,https://example.com/paper/316,10.1000/000316
cord_000317,COVID-19 Research Paper 317: Epidemiological Epidemiological,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Williams, Author 2 Garcia",Science,2022-09-03,Research Square,False,pdf_317.json,,https://example.com/paper/317,10.1000/000317
cord_000318,COVID-19 Research Paper 318: Epidemiological Clinical,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Williams, Author 2 Williams",Nature,2021-09-17,Research Square,True,,,https://example.com/paper/318,10.1000/000318
cord_000319,COVID-19 Research Paper 319: Diagnostic Virological,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Williams, Author 2 Williams, Author 3 Williams, Author 4 Williams, Author 5 Brown",PNAS,2021-05-03,WHO,False,pdf_319.json,,https://example.com/paper/319,10.1000/000319
cord_000320,COVID-19 Research Paper 320: Mathematical Modeling Diagnostic,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for vaccine development.,Author 0 Smith,PLOS ONE,2020-12-14,Elsevier,False,,,https://example.com/paper/320,10.1000/000320
cord_000321,COVID-19 Research Paper 321: Preventive Epidemiological,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Davis, Author 2 Jones",The Lancet,2021-10-07,WHO,True,,pmc_321.json,https://example.com/paper/321,10.1000/000321
cord_000322,COVID-19 Research Paper 322: Public Health Therapeutic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Brown, Author 2 Smith",Journal of Medical Virology,2020-05-22,PubMed Central,False,pdf_322.json,,https://example.com/paper/322,
cord_000323,COVID-19 Research Paper 323: Public Health Diagnostic,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Garcia, Author 2 Williams, Author 3 Garcia, Author 4 Davis, Author 5 Williams",The Lancet,2020-12-07,medRxiv,True,,,https://example.com/paper/323,10.1000/000323
cord_000324,COVID-19 Research Paper 324: Therapeutic Therapeutic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Johnson, Author 2 Smith, Author 3 Miller, Author 4 Davis",Nature Medicine,2021-01-18,Elsevier,False,pdf_324.json,pmc_324.json,https://example.com/paper/324,10.1000/000324
cord_000325,COVID-19 Research Paper 325: Epidemiological Clinical,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Garcia",Emerging Infectious Diseases,2021-11-11,bioRxiv,True,pdf_325.json,pmc_325.json,https://example.com/paper/325,10.1000/000325
cord_000326,COVID-19 Research Paper 326: Mathematical Modeling Therapeutic,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Garcia",The Lancet,2022-07-21,Research Square,True,pdf_326.json,,https://example.com/paper/326,
cord_000327,COVID-19 Research Paper 327: Public Health Therapeutic,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Davis, Author 2 Jones, Author 3 Williams, Author 4 Davis, Author 5 Garcia",Emerging Infectious Diseases,2020-10-17,medRxiv,False,,pmc_327.json,https://example.com/paper/327,
cord_000328,COVID-19 Research Paper 328: Clinical Preventive,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Davis, Author 2 Smith, Author 3 Williams, Author 4 Johnson, Author 5 Jones",Cell,2020-01-27,Elsevier,True,pdf_328.json,pmc_328.json,https://example.com/paper/328,10.1000/000328
cord_000329,COVID-19 Research Paper 329: Clinical Epidemiological,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for treatment protocols.,Author 0 Miller,Emerging Infectious Diseases,2022-08-29,Research Square,True,pdf_329.json,pmc_329.json,https://example.com/paper/329,10.1000/000329
cord_000330,COVID-19 Research Paper 330: Diagnostic Virological,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Davis, Author 2 Garcia, Author 3 Johnson, Author 4 Garcia",JAMA,2022-05-26,WHO,True,pdf_330.json,pmc_330.json,https://example.com/paper/330,10.1000/000330
cord_000331,COVID-19 Research Paper 331: Mathematical Modeling Clinical,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for public health policy.,Author 0 Brown,Nature Medicine,2021-11-15,Elsevier,False,pdf_331.json,,https://example.com/paper/331,10.1000/000331
cord_000332,COVID-19 Research Paper 332: Public Health Diagnostic,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Jones, Author 2 Brown, Author 3 Smith, Author 4 Johnson",PLOS ONE,2020-02-12,bioRxiv,True,pdf_332.json,pmc_332.json,https://example.com/paper/332,10.1000/000332
cord_000333,COVID-19 Research Paper 333: Public Health Epidemiological,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Johnson, Author 2 Miller, Author 3 Brown, Author 4 Davis",Emerging Infectious Diseases,2020-12-29,medRxiv,True,,pmc_333.json,https://example.com/paper/333,
cord_000334,COVID-19 Research Paper 334: Diagnostic Therapeutic,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Garcia, Author 2 Miller",BMJ,2021-06-24,Research Square,False,,,https://example.com/paper/334,10.1000/000334
cord_000335,COVID-19 Research Paper 335: Therapeutic Public Health,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Garcia",Nature Medicine,2020-06-06,Elsevier,False,,pmc_335.json,https://example.com/paper/335,10.1000/000335
cord_000336,COVID-19 Research Paper 336: Mathematical Modeling Virological,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Smith, Author 2 Jones, Author 3 Garcia",Journal of Medical Virology,2020-12-15,WHO,False,pdf_336.json,,https://example.com/paper/336,10.1000/000336
cord_000337,COVID-19 Research Paper 337: Diagnostic Diagnostic,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Davis, Author 2 Johnson",Clinical Infectious Diseases,2020-01-20,bioRxiv,True,,,https://example.com/paper/337,10.1000/000337
cord_000338,COVID-19 Research Paper 338: Preventive Mathematical Modeling,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Miller",Emerging Infectious Diseases,2021-12-22,WHO,False,pdf_338.json,pmc_338.json,https://example.com/paper/338,
cord_000339,COVID-19 Research Paper 339: Epidemiological Epidemiological,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Williams, Author 2 Miller, Author 3 Miller",Nature,2022-08-28,bioRxiv,False,pdf_339.json,pmc_339.json,https://example.com/paper/339,10.1000/000339
cord_000340,COVID-19 Research Paper 340: Preventive Epidemiological,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Williams",JAMA,2020-01-03,Elsevier,False,pdf_340.json,pmc_340.json,https://example.com/paper/340,
cord_000341,COVID-19 Research Paper 341: Epidemiological Clinical,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Davis",Science,2022-09-27,medRxiv,False,,pmc_341.json,https://example.com/paper/341,10.1000/000341
cord_000342,COVID-19 Research Paper 342: Clinical Therapeutic,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Johnson, Author 2 Miller, Author 3 Johnson, Author 4 Smith",The Lancet,2021-05-21,medRxiv,True,pdf_342.json,pmc_342.json,https://example.com/paper/342,10.1000/000342
cord_000343,COVID-19 Research Paper 343: Diagnostic Virological,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Miller, Author 2 Williams, Author 3 Davis",Nature,2022-08-25,Elsevier,False,pdf_343.json,pmc_343.json,https://example.com/paper/343,
cord_000344,COVID-19 Research Paper 344: Epidemiological Preventive,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Brown, Author 2 Williams, Author 3 Miller, Author 4 Jones, Author 5 Davis",Clinical Infectious Diseases,2020-08-12,medRxiv,False,,,https://example.com/paper/344,
cord_000345,COVID-19 Research Paper 345: Preventive Therapeutic,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,Author 0 Jones,,2020-04-02,Research Square,True,pdf_345.json,pmc_345.json,https://example.com/paper/345,10.1000/000345
cord_000346,COVID-19 Research Paper 346: Preventive Mathematical Modeling,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Davis, Author 2 Davis, Author 3 Brown, Author 4 Smith",PNAS,2020-02-05,bioRxiv,False,pdf_346.json,pmc_346.json,https://example.com/paper/346,
cord_000347,COVID-19 Research Paper 347: Public Health Preventive,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Williams,Journal of Medical Virology,2021-08-18,Research Square,False,,pmc_347.json,https://example.com/paper/347,10.1000/000347
cord_000348,COVID-19 Research Paper 348: Preventive Mathematical Modeling,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Davis, Author 2 Johnson",The Lancet,2021-04-12,medRxiv,False,pdf_348.json,pmc_348.json,https://example.com/paper/348,10.1000/000348
cord_000349,COVID-19 Research Paper 349: Therapeutic Diagnostic,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Miller, Author 2 Williams, Author 3 Davis, Author 4 Brown, Author 5 Smith",Cell,2022-12-11,bioRxiv,False,,pmc_349.json,https://example.com/paper/349,
cord_000350,COVID-19 Research Paper 350: Preventive Mathematical Modeling,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for treatment protocols.,Author 0 Jones,The Lancet,2022-10-27,PubMed Central,False,pdf_350.json,,https://example.com/paper/350,10.1000/000350
cord_000351,COVID-19 Research Paper 351: Public Health Clinical,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Garcia, Author 2 Davis, Author 3 Miller",Nature,2020-12-08,WHO,True,pdf_351.json,,https://example.com/paper/351,
cord_000352,COVID-19 Research Paper 352: Epidemiological Virological,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Johnson, Author 2 Garcia",PLOS ONE,2020-10-27,PubMed Central,True,,pmc_352.json,https://example.com/paper/352,10.1000/000352
cord_000353,COVID-19 Research Paper 353: Preventive Diagnostic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Jones, Author 2 Williams, Author 3 Smith, Author 4 Williams",PLOS ONE,2020-07-11,bioRxiv,False,pdf_353.json,,https://example.com/paper/353,
cord_000354,COVID-19 Research Paper 354: Virological Clinical,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Williams, Author 2 Garcia",Clinical Infectious Diseases,2020-07-23,medRxiv,False,pdf_354.json,,https://example.com/paper/354,
cord_000355,COVID-19 Research Paper 355: Preventive Preventive,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Jones",Nature Medicine,2021-09-15,medRxiv,True,pdf_355.json,,https://example.com/paper/355,10.1000/000355
cord_000356,COVID-19 Research Paper 356: Mathematical Modeling Diagnostic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Garcia, Author 2 Smith",Cell,2021-11-18,bioRxiv,False,,pmc_356.json,https://example.com/paper/356,10.1000/000356
cord_000357,COVID-19 Research Paper 357: Therapeutic Clinical,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Johnson, Author 2 Brown",Emerging Infectious Diseases,2022-07-15,WHO,False,,,https://example.com/paper/357,10.1000/000357
cord_000358,COVID-19 Research Paper 358: Clinical Therapeutic,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Johnson, Author 2 Williams, Author 3 Garcia, Author 4 Garcia, Author 5 Jones",JAMA,2022-10-01,Elsevier,True,pdf_358.json,,https://example.com/paper/358,10.1000/000358
cord_000359,COVID-19 Research Paper 359: Virological Virological,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Johnson, Author 2 Garcia",PNAS,2021-12-19,medRxiv,True,,,https://example.com/paper/359,10.1000/000359
cord_000360,COVID-19 Research Paper 360: Clinical Mathematical Modeling,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Williams",Cell,2021-06-11,PubMed Central,False,pdf_360.json,,https://example.com/paper/360,10.1000/000360
cord_000361,COVID-19 Research Paper 361: Public Health Diagnostic,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Garcia, Author 2 Davis, Author 3 Miller, Author 4 Garcia",JAMA,2022-09-23,WHO,False,pdf_361.json,pmc_361.json,https://example.com/paper/361,10.1000/000361
cord_000362,COVID-19 Research Paper 362: Mathematical Modeling Mathematical Modeling,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Brown",Emerging Infectious Diseases,2021-06-03,medRxiv,False,pdf_362.json,,https://example.com/paper/362,10.1000/000362
cord_000363,COVID-19 Research Paper 363: Preventive Virological,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Brown",NEJM,2022-01-16,bioRxiv,False,,,https://example.com/paper/363,
cord_000364,COVID-19 Research Paper 364: Clinical Public Health,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Miller, Author 2 Davis, Author 3 Johnson, Author 4 Johnson",PLOS ONE,2022-07-28,Elsevier,True,pdf_364.json,,https://example.com/paper/364,
cord_000365,COVID-19 Research Paper 365: Therapeutic Preventive,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Davis",The Lancet,2020-01-28,PubMed Central,True,pdf_365.json,pmc_365.json,https://example.com/paper/365,10.1000/000365
cord_000366,COVID-19 Research Paper 366: Mathematical Modeling Epidemiological,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Garcia, Author 2 Williams",JAMA,2021-12-23,bioRxiv,True,,,https://example.com/paper/366,10.1000/000366
